date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:14:45	76591/76591	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Nov%202024%2012:39:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/trumpmaga-mePvQqMoB7i21xPB.png	D:/trump%20site/hahah/assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/trumpmaga-mePvQqMoB7i21xPB.png	(from https://presidentmaga.xyz/)
20:14:46	42088/42088	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2012:39:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=514,h=358,fit=crop/YBgrjM4VQJs4vq9O/meme4-m7Vw9QlPk4UqpnXq.png	D:/trump%20site/hahah/assets.zyrosite.com/cdn-cgi/image/format=auto,w=514,h=358,fit=crop/YBgrjM4VQJs4vq9O/meme4-m7Vw9QlPk4UqpnXq.jpg	(from https://presidentmaga.xyz/)
20:14:46	33784/33784	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2012:39:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/meme4-m7Vw9QlPk4UqpnXq.png	D:/trump%20site/hahah/assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/meme4-m7Vw9QlPk4UqpnXq.jpg	(from https://presidentmaga.xyz/)
20:14:46	17773/17773	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2013:51:20%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=354,h=236,fit=crop/YBgrjM4VQJs4vq9O/gszv4hzxaaal_ef_80a-AwvMbqGEBEUp44am.jpg	D:/trump%20site/hahah/assets.zyrosite.com/cdn-cgi/image/format=auto,w=354,h=236,fit=crop/YBgrjM4VQJs4vq9O/gszv4hzxaaal_ef_80a-AwvMbqGEBEUp44am.jpg	(from https://presidentmaga.xyz/)
20:14:47	18325/18325	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2013:51:20%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/gszv4hzxaaal_ef_80a-AwvMbqGEBEUp44am.jpg	D:/trump%20site/hahah/assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/gszv4hzxaaal_ef_80a-AwvMbqGEBEUp44am.jpg	(from https://presidentmaga.xyz/)
20:14:47	56802/56802	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2013:53:08%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=583,h=388,fit=crop/YBgrjM4VQJs4vq9O/meme1-dJo6WDoPDVsGO0Q2.png	D:/trump%20site/hahah/assets.zyrosite.com/cdn-cgi/image/format=auto,w=583,h=388,fit=crop/YBgrjM4VQJs4vq9O/meme1-dJo6WDoPDVsGO0Q2.jpg	(from https://presidentmaga.xyz/)
20:14:48	27848/27848	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202024%2013:53:08%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/meme1-dJo6WDoPDVsGO0Q2.png	D:/trump%20site/hahah/assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/YBgrjM4VQJs4vq9O/meme1-dJo6WDoPDVsGO0Q2.jpg	(from https://presidentmaga.xyz/)
20:14:48	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e73089-1b7c%22	https://presidentmaga.xyz/payload.js	D:/trump%20site/hahah/presidentmaga.xyz/payload.js	(from https://presidentmaga.xyz/)
20:14:48	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e73089-1b7c%22	https://presidentmaga.xyz/%22./payload.js/%22></script>%22],%22customHeadElements%22:[0,%22%22],%22isPrivateModeActive%22:[0,false],%22demoEcommerceStoreId%22:[0,%22demo_01G0E9P2R0CFTNBWEEFCEV8EG5%22],%22shouldAddWWWPrefixToDomain%22:[0,false]}],%22data-astro-cid-yzdvavkq%22:[0,true]}%22	D:/trump%20site/hahah/presidentmaga.xyz/_/payload.js/___/script__],_customHeadElements__[0,__],_isPrivateModeActive__[0,false],_demoEcommerceStoreId__[0,_demo_01G0E9P2R0CFTNBWEEFCEV8EG5_],_shouldAddWWWPrefixToDomain__[0,false]}],_data-ast	(from https://presidentmaga.xyz/)
20:14:49	3393/3393	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%2265e73089-1b7c%22	https://presidentmaga.xyz/%22	D:/trump%20site/hahah/presidentmaga.xyz/_	(from https://presidentmaga.xyz/%22/)
